ticket_id,text_clean,language,category,category_encoded
ML-20800,wachtwoord resetten wachtwoord resetten ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20801,kan niet inloggen kan niet inloggen ticket submitted nl category software priority escalated,nl,Software,8
ML-20802,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-20803,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category email priority escalated,pt,Email,3
ML-20804,tela quebrada tela quebrada ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20805,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20806,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20807,software zugriff ben tigt software zugriff ben tigt ticket submitted de category software priority escalated,de,Software,8
ML-20808,impossible de se connecter impossible de se connecter ticket submitted fr category network priority escalated,fr,Network,5
ML-20809,necesito acceso al software necesito acceso al software ticket submitted es category security priority escalated,es,Security,7
ML-20811,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20812,kan niet inloggen kan niet inloggen ticket submitted nl category email priority escalated,nl,Email,3
ML-20814,kan niet inloggen kan niet inloggen ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20815,toegang tot software nodig toegang tot software nodig ticket submitted nl category security priority escalated,nl,Security,7
ML-20816,software zugriff ben tigt software zugriff ben tigt ticket submitted de category email priority escalated,de,Email,3
ML-20817,passwort zur cksetzen passwort zur cksetzen ticket submitted de category email priority escalated,de,Email,3
ML-20819,cran cass cran cass ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20820,pantalla rota pantalla rota ticket submitted es category software priority escalated,es,Software,8
ML-20821,tela quebrada tela quebrada ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-20822,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20823,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-20824,redefinir senha redefinir senha ticket submitted pt category database priority escalated,pt,Database,2
ML-20825,scherm kapot scherm kapot ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-20826,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20827,bildschirm defekt bildschirm defekt ticket submitted de category email priority escalated,de,Email,3
ML-20829,besoin acc logiciel besoin acc logiciel ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20832,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-20833,system ausgefallen system ausgefallen ticket submitted de category email priority escalated,de,Email,3
ML-20834,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category software priority escalated,de,Software,8
ML-20835,sistema fora ar sistema fora ar ticket submitted pt category database priority escalated,pt,Database,2
ML-20836,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category network priority escalated,es,Network,5
ML-20837,passwort zur cksetzen passwort zur cksetzen ticket submitted de category access management priority escalated,de,Access Management,0
ML-20838,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20839,restablecer contrase restablecer contrase ticket submitted es category vpn priority escalated,es,VPN,9
ML-20840,kan niet inloggen kan niet inloggen ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20841,consigo fazer login consigo fazer login ticket submitted pt category software priority escalated,pt,Software,8
ML-20842,necesito acceso al software necesito acceso al software ticket submitted es category email priority escalated,es,Email,3
ML-20844,sistema ca sistema ca ticket submitted es category security priority escalated,es,Security,7
ML-20845,sistema ca sistema ca ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20847,consigo fazer login consigo fazer login ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-20850,restablecer contrase restablecer contrase ticket submitted es category security priority escalated,es,Security,7
ML-20851,redefinir senha redefinir senha ticket submitted pt category security priority escalated,pt,Security,7
ML-20853,syst me en panne syst me en panne ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-20854,kan niet inloggen kan niet inloggen ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-20855,pantalla rota pantalla rota ticket submitted es category network priority escalated,es,Network,5
ML-20856,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category security priority escalated,es,Security,7
ML-20857,pantalla rota pantalla rota ticket submitted es category security priority escalated,es,Security,7
ML-20858,kan niet inloggen kan niet inloggen ticket submitted nl category security priority escalated,nl,Security,7
ML-20859,consigo fazer login consigo fazer login ticket submitted pt category database priority escalated,pt,Database,2
ML-20860,syst me en panne syst me en panne ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-20861,kan niet inloggen kan niet inloggen ticket submitted nl category email priority escalated,nl,Email,3
ML-20863,sistema fora ar sistema fora ar ticket submitted pt category network priority escalated,pt,Network,5
ML-20864,systeem down systeem down ticket submitted nl category software priority escalated,nl,Software,8
ML-20865,cran cass cran cass ticket submitted fr category email priority escalated,fr,Email,3
ML-20867,system ausgefallen system ausgefallen ticket submitted de category security priority escalated,de,Security,7
ML-20868,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category security priority escalated,fr,Security,7
ML-20869,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category hardware priority escalated,de,Hardware,4
ML-20870,software zugriff ben tigt software zugriff ben tigt ticket submitted de category printing priority escalated,de,Printing,6
ML-20872,sistema fora ar sistema fora ar ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20873,besoin acc logiciel besoin acc logiciel ticket submitted fr category network priority escalated,fr,Network,5
ML-20874,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category database priority escalated,pt,Database,2
ML-20875,sistema fora ar sistema fora ar ticket submitted pt category software priority escalated,pt,Software,8
ML-20876,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category hardware priority escalated,de,Hardware,4
ML-20877,kan niet inloggen kan niet inloggen ticket submitted nl category printing priority escalated,nl,Printing,6
ML-20878,sistema fora ar sistema fora ar ticket submitted pt category email priority escalated,pt,Email,3
ML-20879,bildschirm defekt bildschirm defekt ticket submitted de category database priority escalated,de,Database,2
ML-20880,cran cass cran cass ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-20881,software zugriff ben tigt software zugriff ben tigt ticket submitted de category printing priority escalated,de,Printing,6
ML-20882,syst me en panne syst me en panne ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-20883,systeem down systeem down ticket submitted nl category database priority escalated,nl,Database,2
ML-20884,impossible de se connecter impossible de se connecter ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20885,kan niet inloggen kan niet inloggen ticket submitted nl category security priority escalated,nl,Security,7
ML-20887,consigo fazer login consigo fazer login ticket submitted pt category software priority escalated,pt,Software,8
ML-20888,bildschirm defekt bildschirm defekt ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20890,sistema ca sistema ca ticket submitted es category email priority escalated,es,Email,3
ML-20891,scherm kapot scherm kapot ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-20892,consigo fazer login consigo fazer login ticket submitted pt category software priority escalated,pt,Software,8
